id,name,team,position,price,status,chance_of_playing,news,news_added,minutes,total_points,form,xG,xA,ict_index,defensive_contribution,selected_by_percent,penalties_order,direct_freekicks_order,corners_and_indirect_freekicks_order,starts,clean_sheets,goals_conceded,xGC,saves,cost_change_start
356,Virgil,LIV,DEF,6.5,a,,,,3420,175,0.0,3.77,1.44,187.6,352.0,18.6,,,,38,10,53,47.63,0,0
357,Frimpong,LIV,DEF,5.5,a,,,,1032,63,0.0,0.5,1.55,56.5,30.0,3.3,,,,12,5,13,12.97,0,0
358,Kerkez,LIV,DEF,5.5,a,,,,2251,85,0.0,1.5,0.69,99.4,134.0,3.8,,,,27,6,37,30.1,0,0
359,Gomez,LIV,DEF,5.0,i,0,Muscular injury - Unknown return date,2026-07-26T08:30:10.078473+00:00,594,33,0.0,0.28,0.64,23.2,46.0,0.0,,,,7,2,14,9.31,0,0
360,Bradley,LIV,DEF,5.0,i,0,Knee injury - Unknown return date,2026-07-23T12:01:23.565711+00:00,928,42,0.0,0.18,0.84,32.3,65.0,0.0,,,,12,4,13,10.77,0,0
361,Lucky,LIV,DEF,4.0,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.1,,,,0,0,0,0.0,0,0
362,Jacquet,LIV,DEF,5.0,a,100,,2026-07-23T12:01:23.581126+00:00,0,0,0.0,0.0,0.0,0.0,0.0,2.3,,,,0,0,0,0.0,0,0
363,Leoni,LIV,DEF,4.0,i,0,Knee injury - Unknown return date,2026-07-23T12:01:23.596909+00:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0
364,Tsimikas,LIV,DEF,5.0,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.1,,,,0,0,0,0.0,0,0
365,Ramsay,LIV,DEF,4.0,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.2,,,,0,0,0,0.0,0,0
366,Wirtz,LIV,MID,7.5,a,,,,2374,125,0.0,6.83,5.14,210.0,176.0,13.0,4,2,3,27,10,32,33.99,0,0
367,Gakpo,LIV,MID,7.0,a,,,,2736,131,0.0,8.35,4.67,208.4,152.0,3.5,3,,2,32,10,39,34.94,0,0
368,Szoboszlai,LIV,MID,7.0,a,,,,3232,160,0.0,4.76,6.83,260.9,338.0,41.7,2,1,1,36,9,52,45.63,0,0
369,Ngumoha,LIV,MID,6.0,a,,,,547,43,0.0,1.34,2.01,60.1,30.0,1.2,,,,5,2,12,8.92,0,0
370,Chiesa,LIV,MID,5.5,a,,,,317,37,0.0,1.45,0.61,34.9,30.0,0.1,,,,1,0,9,6.5,0,0
371,Gravenberch,LIV,MID,6.0,a,,,,2991,144,0.0,1.89,2.26,140.1,298.0,1.9,,,,34,9,42,38.41,0,0
372,Mac Allister,LIV,MID,5.5,a,,,,2654,108,0.0,3.89,1.69,139.9,229.0,1.7,5,,,31,7,41,36.97,0,0
373,C.Jones,LIV,MID,5.5,d,75,Hip injury - 75% chance of playing,2026-08-16T18:30:07.426408+00:00,1923,81,0.0,2.21,2.77,104.6,237.0,0.1,,,,18,3,37,31.44,0,0
374,Endo,LIV,MID,5.0,a,100,,2026-07-23T12:01:23.612529+00:00,170,12,0.0,0.04,0.05,8.0,23.0,0.1,,,,1,1,5,4.11,0,0
375,Nyoni,LIV,MID,5.0,a,,,,21,6,0.0,0.37,0.02,2.1,5.0,0.0,,,,0,0,1,0.85,0,0
376,Bajcetic,LIV,MID,5.0,i,0,Hamstring injury - Expected back 23 Aug,2026-07-23T12:01:23.628373+00:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0
377,Munoz,LIV,MID,6.5,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.6,,,,0,0,0,0.0,0,0
378,McConnell,LIV,MID,4.5,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.3,,,,0,0,0,0.0,0,0
379,Isak,LIV,FWD,9.0,a,,,,694,41,0.0,2.59,0.08,36.9,30.0,16.5,1,,,8,1,9,8.38,0,0
380,Ekitiké,LIV,FWD,7.5,i,0,Achilles injury - Unknown return date,2026-07-23T12:01:23.643771+00:00,1797,125,0.0,10.1,2.45,156.2,85.0,0.2,,,,21,7,25,26.11,0,0
381,Koumas,LIV,MID,5.0,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0
382,Danns,LIV,FWD,4.5,i,0,Unspecified injury - Unknown return date,2026-07-23T12:01:23.659279+00:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0
383,Elliott,LIV,MID,5.5,a,,,,110,5,0.0,0.29,0.08,7.4,6.0,0.1,,,,1,0,2,1.74,0,0
384,Donnarumma,MCI,GKP,5.5,a,,,,3060,135,0.0,0.0,0.13,68.0,0.0,8.3,,,,34,15,29,38.5,78,0
385,Trafford,LEE,GKP,5.0,a,,,,360,13,0.0,0.0,0.0,11.9,0.0,3.0,,,,4,1,6,5.74,14,0
386,Bettinelli,MCI,GKP,4.5,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0
387,O'Reilly,MCI,DEF,6.5,a,,,,2643,160,0.0,6.12,2.67,164.1,172.0,21.1,,,,29,14,25,34.97,0,0
388,Guéhi,MCI,DEF,6.0,a,,,,3150,179,0.0,4.05,2.37,160.9,278.0,17.6,,,,35,14,35,44.58,0,0
389,Matheus N.,MCI,DEF,6.0,a,100,,2026-08-16T18:30:07.457097+00:00,2861,154,0.0,0.34,2.23,137.6,195.0,1.3,5,,,32,12,28,34.89,0,0
390,Rúben,MCI,DEF,5.5,a,,,,2139,113,0.0,0.57,0.65,81.0,167.0,1.6,,,,24,12,22,26.07,0,0
391,Gvardiol,MCI,DEF,5.5,a,,,,1370,79,0.0,2.25,0.7,69.8,103.0,10.9,,,,16,6,13,16.05,0,0
392,Aït-Nouri,MCI,DEF,5.5,a,,,,971,60,0.0,0.53,2.01,50.2,67.0,0.9,,,,12,5,8,12.25,0,0
393,Khusanov,MCI,DEF,5.5,a,,,,1427,67,0.0,0.65,1.21,43.9,123.0,1.7,,,,15,6,13,20.89,0,0
394,Alleyne,MCI,DEF,5.0,u,0,Has joined Burnley on loan for the rest of the season,2026-08-18T14:11:56.324656+00:00,135,5,0.0,0.26,0.06,7.5,11.0,0.0,,,,2,0,1,1.54,0,0
395,Lewis,MCI,DEF,4.5,a,,,,401,19,0.0,0.19,1.39,23.8,19.0,0.2,,,,4,1,7,6.81,0,0
396,Vitor Reis,MCI,DEF,4.5,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0
397,Semenyo,MCI,MID,8.5,a,,,,3200,202,0.0,11.1,3.12,257.7,236.0,26.3,3,,,37,12,52,47.67,0,0
398,Foden,MCI,MID,7.0,a,,,,2078,131,0.0,6.03,4.76,201.9,160.0,4.3,,3,3,23,11,19,27.38,0,0
399,Cherki,MCI,MID,7.5,a,,,,1772,135,0.0,4.28,8.87,218.1,135.0,7.7,,1,1,19,8,18,25.23,0,0
400,Doku,MCI,MID,7.5,i,0,Calf injury - Expected back 5 Sep,2026-08-18T17:00:08.385597+00:00,1773,120,0.0,2.87,5.86,202.5,126.0,2.8,4,,,19,8,18,23.2,0,0
401,Marmoush,MCI,FWD,7.0,a,,,,691,56,0.0,2.78,0.77,64.4,39.0,0.9,2,2,,8,4,5,7.92,0,0
402,Rodrigo,MCI,MID,6.5,u,0,Has joined Barcelona permanently,2026-07-23T12:01:23.675537+00:00,1510,69,0.0,1.15,2.45,90.3,206.0,0.0,,,,17,5,15,20.74,0,0
403,Savinho,MCI,MID,6.5,a,,,,817,43,0.0,2.5,1.59,65.8,59.0,0.2,,,,7,3,7,11.24,0,0
404,Reijnders,MCI,MID,6.0,u,0,Has joined Al Qadsiah permanently,2026-08-20T14:02:58.154273+00:00,1623,92,0.0,4.61,2.35,111.2,100.0,0.2,,,,19,7,18,18.82,0,0
405,N.Gonzalez,MCI,MID,5.5,a,,,,1561,63,0.0,0.68,1.12,61.5,206.0,0.1,,,,17,7,18,20.35,0,0
406,Kovačić,MCI,MID,5.5,a,,,,125,9,0.0,0.13,0.42,11.5,18.0,0.1,,,,1,0,3,4.0,0,0
407,Echeverri,MCI,MID,5.0,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0
408,Phillips,MCI,MID,5.0,u,0,Has joined Sheffield United on loan for the rest of the season,2026-08-18T14:11:56.348781+00:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0
409,Mukasa,MCI,MID,4.5,a,,,,25,2,0.0,0.0,0.21,3.7,1.0,0.2,,,,0,0,0,0.34,0,0
410,Monga,MCI,MID,5.0,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0
411,Haaland,MCI,FWD,15.5,a,,,,2953,239,0.0,25.5,2.67,302.3,104.0,69.4,1,,,34,13,32,38.6,0,0
412,Lammens,MUN,GKP,5.0,a,,,,2880,109,0.0,0.0,0.0,63.7,0.0,17.0,,,,32,8,39,39.25,79,0
413,Bayindir,MUN,GKP,4.5,u,0,Has joined Celta Vigo on loan for the rest of the season,2026-08-10T14:02:28.608415+00:00,540,11,0.0,0.0,0.05,12.8,0.0,0.0,,,,6,0,11,9.24,13,0
414,Heaton,MUN,GKP,4.0,i,0,Hamstring injury - Unknown return date,2026-08-15T16:00:07.854151+00:00,0,0,0.0,0.0,0.0,0.0,0.0,0.1,,,,0,0,0,0.0,0,0
415,Dorgu,MUN,MID,6.0,a,,,,1440,95,0.0,2.39,1.84,120.3,98.0,1.4,,,,15,4,20,19.61,0,0
416,De Ligt,MUN,DEF,5.0,i,0,Back injury - Unknown return date,2026-07-23T12:01:23.690880+00:00,1170,43,0.0,1.38,0.83,45.7,107.0,0.0,,,,13,1,20,18.73,0,0
417,Dalot,MUN,DEF,5.0,a,,,,2609,111,0.0,1.93,2.57,119.6,180.0,2.8,,,,29,7,40,36.57,0,0
418,Maguire,MUN,DEF,5.0,a,,,,1649,90,0.0,1.12,0.5,63.0,151.0,17.2,,,,19,7,20,22.95,0,0
419,Martinez,MUN,DEF,5.0,a,100,,2026-07-24T20:00:10.337107+00:00,1229,51,0.0,0.15,0.6,42.0,105.0,1.2,,,,13,5,15,15.22,0,0
420,Yoro,MUN,DEF,5.0,a,,,,1730,56,0.0,1.34,0.59,53.2,156.0,0.7,,,,18,2,33,26.83,0,0
421,Heaven,MUN,DEF,4.5,a,,,,920,42,0.0,0.34,0.18,29.1,93.0,0.4,,,,11,2,15,11.95,0,0
422,Mazraoui,MUN,DEF,4.5,a,,,,977,53,0.0,0.19,0.35,36.8,94.0,0.6,,,,11,5,10,12.99,0,0
423,Shaw,MUN,DEF,4.5,a,,,,3220,113,0.0,0.72,1.98,97.4,224.0,21.5,,,3,38,10,45,44.9,0,0
424,Amass,MUN,DEF,4.0,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.2,,,,0,0,0,0.0,0,0
425,Fredricson,MUN,DEF,4.0,u,0,Has joined Lausanne-Sport permanently,2026-08-18T14:12:31.904433+00:00,2,1,0.0,0.0,0.0,0.4,2.0,0.0,,,,0,0,0,0.3,0,0
426,B.Fernandes,MUN,MID,12.0,a,,,,3065,235,0.0,10.79,12.28,381.4,287.0,51.5,1,1,1,35,7,46,44.42,0,0
427,Mbeumo,MUN,MID,8.0,a,,,,2611,148,0.0,11.98,4.99,231.4,139.0,37.5,2,2,2,31,8,37,35.87,0,0
428,Cunha,MUN,MID,8.0,a,,,,2493,143,0.0,6.9,3.36,202.5,211.0,10.3,,,,29,8,35,35.75,0,0
429,Rashford,MUN,MID,7.0,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,1.5,,,,0,0,0,0.0,0,0
430,Mount,MUN,MID,5.5,d,50,Foot injury - 50% chance of playing,2026-08-15T16:00:07.879135+00:00,1010,58,0.0,1.56,1.62,58.0,102.0,0.0,,3,,12,5,15,12.46,0,0
431,Amad,MUN,MID,6.0,a,,,,2339,91,0.0,5.46,4.74,163.5,198.0,1.6,,,4,27,6,33,31.69,0,0
432,Mainoo,MUN,MID,5.5,a,,,,1653,73,0.0,0.48,1.27,82.1,187.0,1.0,,,,16,6,22,22.88,0,0
433,Ugarte,MUN,MID,5.0,i,0,Knee injury - Unknown return date,2026-07-23T12:01:23.706702+00:00,876,38,0.0,0.72,0.16,29.8,142.0,0.0,,,,8,1,23,18.22,0,0
434,J.Fletcher,MUN,MID,5.0,a,,,,107,3,0.0,0.03,0.02,4.8,11.0,0.0,,,,0,0,0,1.86,0,0
435,Lacey,MUN,MID,5.0,a,,,,40,3,0.0,0.1,0.01,1.7,3.0,0.0,,,,0,0,0,0.51,0,0
436,Collyer,MUN,MID,5.0,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0
437,Bendito Mantato,MUN,MID,4.5,a,,,,15,1,0.0,0.0,0.01,1.4,0.0,0.2,,,,0,0,0,0.05,0,0
438,Fletcher,MUN,MID,4.5,a,,,,17,2,0.0,0.0,0.01,0.3,2.0,0.3,,,,0,0,0,0.33,0,0
439,Šeško,MUN,FWD,7.0,d,75,Shin injury - 75% chance of playing,2026-07-23T12:01:23.722029+00:00,1630,111,0.0,9.21,0.28,143.4,64.0,1.3,,,,17,2,30,27.05,0,0
440,Zirkzee,MUN,FWD,5.5,a,,,,607,42,0.0,2.74,0.34,58.3,44.0,0.6,,,,5,2,8,9.41,0,0
441,Obi,MUN,FWD,4.5,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,1.1,,,,0,0,0,0.0,0,0
442,Pope,NEW,GKP,5.0,a,,,,2416,96,0.0,0.16,0.0,70.7,0.0,1.3,,,,27,7,38,32.89,89,0
443,Gillespie,NEW,GKP,4.5,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0
444,Jaouen,NEW,GKP,4.5,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0
445,Thiaw,NEW,DEF,5.0,a,,,,2963,126,0.0,4.8,0.96,138.9,292.0,1.7,,,,33,5,52,49.21,0,0
446,Schär,NEW,DEF,5.0,a,100,,2026-08-15T16:30:07.209742+00:00,1089,51,0.0,0.97,0.6,46.4,115.0,0.2,,2,,11,4,13,13.85,0,0
447,Botman,NEW,DEF,5.0,a,,,,1834,89,0.0,1.73,0.86,87.4,216.0,0.4,,,,21,5,27,27.58,0,0
448,Burn,NEW,DEF,5.0,a,,,,2195,93,0.0,1.08,0.36,82.1,225.0,2.4,,,,25,6,36,30.15,0,0
449,Hall,NEW,DEF,5.0,a,,,,2176,79,0.0,1.01,2.78,118.0,173.0,3.5,,1,1,24,4,39,37.72,0,0
450,Livramento,NEW,DEF,5.0,i,0,Calf injury - Unknown return date,2026-07-23T12:01:23.753221+00:00,1326,59,0.0,0.13,0.89,46.1,68.0,0.1,,,,14,6,14,18.62,0,0
451,A.Murphy,NEW,DEF,4.0,u,0,Has joined FC Kaiserslautern on loan for the rest of the season,2026-08-12T14:05:29.224600+00:00,7,2,0.0,0.0,0.0,1.3,4.0,0.2,,,,0,0,1,0.49,0,0
452,Bruno G.,ARS,MID,7.0,d,75,Thigh injury - 75% chance of playing,2026-08-20T17:00:08.846118+00:00,2456,154,0.0,5.59,4.96,202.9,251.0,5.5,4,,5,27,6,37,31.99,0,0
453,Barnes,NEW,MID,6.0,a,,,,1951,106,0.0,6.84,2.72,147.0,100.0,1.1,,,,19,5,31,30.3,0,0
454,Elanga,NEW,MID,6.0,a,,,,1302,48,0.0,1.65,1.74,57.8,55.0,0.7,,,4,14,2,28,21.11,0,0
455,Tonali,TOT,MID,5.5,a,,,,2534,81,0.0,1.75,2.87,113.4,257.0,4.2,,4,2,31,7,38,36.19,0,0
456,J.Ramsey,NEW,MID,5.0,a,,,,1441,62,0.0,1.2,1.45,79.9,149.0,0.4,,,,15,1,31,27.24,0,0
457,J.Murphy,NEW,MID,6.0,a,,,,1606,82,0.0,3.07,2.66,106.0,90.0,0.2,,,2,19,8,20,24.35,0,0
458,Joelinton,NEW,MID,5.5,i,0,Unspecified injury - Unknown return date,2026-08-16T08:00:08.074045+00:00,1950,73,0.0,2.36,1.35,95.0,238.0,0.0,,,,23,5,27,28.75,0,0
459,L.Miley,NEW,MID,5.5,a,100,,2026-07-23T12:01:23.785456+00:00,1493,72,0.0,1.36,2.1,73.0,155.0,0.0,,,3,15,2,22,21.22,0,0
460,Willock,NEW,MID,5.0,a,,,,972,38,0.0,1.26,1.07,55.5,89.0,0.1,,,,10,3,18,17.83,0,0
461,Touré,NEW,MID,6.0,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.3,,,,0,0,0,0.0,0,0
462,Steur,NEW,MID,5.0,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.1,,,,0,0,0,0.0,0,0
463,Woltemade,NEW,FWD,6.0,a,,,,1896,108,0.0,6.59,1.53,117.5,105.0,1.7,1,,,24,8,29,25.67,0,0
464,Wissa,NEW,FWD,6.0,a,,,,517,27,0.0,3.13,0.54,25.5,22.0,1.6,3,,,4,1,11,9.97,0,0
465,Osula,NEW,FWD,6.0,a,,,,805,76,0.0,4.28,0.62,62.2,31.0,1.0,2,,,8,2,14,14.48,0,0
466,Neave,NEW,FWD,4.5,a,,,,13,1,0.0,0.03,0.0,0.5,0.0,0.7,,,,0,0,1,0.37,0,0
467,Sels,NFO,GKP,5.0,a,,,,2667,105,0.0,0.0,0.06,74.0,0.0,1.6,,,,30,7,39,45.12,95,0
468,John,NFO,GKP,4.5,a,,,,437,11,0.0,0.0,0.0,5.7,0.0,0.1,,,,5,1,8,6.13,6,0
469,N.Williams,NFO,DEF,5.0,a,,,,3203,128,0.0,2.01,3.97,175.6,247.0,10.4,,2,1,36,9,48,51.36,0,0
470,Morato,NFO,DEF,5.0,a,,,,1340,53,0.0,1.32,0.15,50.5,144.0,0.0,,,,14,2,23,24.34,0,0
471,Milenković,NFO,DEF,5.5,a,,,,3375,119,0.0,0.83,0.68,86.9,311.0,2.0,,,,37,9,51,54.98,0,0
472,Murillo,NFO,DEF,5.5,a,100,,2026-07-23T12:01:23.801183+00:00,2130,83,0.0,0.73,0.47,74.0,223.0,1.5,,3,,25,6,29,32.99,0,0
473,Aina,NFO,DEF,4.5,a,,,,1587,67,0.0,0.41,0.84,50.5,130.0,3.7,,,,18,6,19,25.31,0,0
474,Jair Cunha,NFO,DEF,4.5,a,,,,514,13,0.0,0.27,0.06,14.2,47.0,0.2,,,,6,0,7,10.35,0,0
475,Savona,NFO,DEF,4.5,i,0,Knee injury - Unknown return date,2026-07-23T12:01:23.816304+00:00,1025,39,0.0,1.34,0.45,43.5,57.0,0.0,,,,11,3,18,15.04,0,0
476,O.Richards,NFO,DEF,4.0,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.2,,,,0,0,0,0.0,0,0
477,Abbott,NFO,DEF,4.0,a,,,,165,3,0.0,0.0,0.01,3.2,13.0,0.3,,,,2,0,4,3.47,0,0
478,Netz,NFO,DEF,4.5,a,,,,353,11,0.0,0.0,0.41,10.4,27.0,0.0,,,,3,0,5,7.87,0,0
479,Bindon,NFO,DEF,4.0,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.2,,,,0,0,0,0.0,0,0
480,Gibbs-White,NFO,MID,8.0,a,,,,3101,188,0.0,10.81,2.91,242.5,178.0,11.8,2,1,,35,10,45,49.7,0,0
481,Anderson,MCI,MID,6.5,a,,,,3332,180,0.0,2.94,4.79,219.0,515.0,8.2,,,2,37,10,50,53.65,0,0
482,Hudson-Odoi,NFO,MID,6.0,a,100,,2026-07-23T12:01:23.832709+00:00,1838,88,0.0,2.77,3.02,130.6,106.0,0.3,,4,,21,6,26,30.88,0,0
483,Ndoye,NFO,MID,5.5,a,,,,1167,50,0.0,1.05,1.51,56.6,96.0,0.5,,,,14,2,17,15.96,0,0
484,Hutchinson,NFO,MID,5.5,a,,,,1676,82,0.0,2.01,3.87,121.6,129.0,0.2,,,4,17,6,24,24.42,0,0
485,Bakwa,NFO,MID,5.5,a,,,,549,26,0.0,0.54,1.01,35.6,35.0,0.0,,,,6,2,10,10.94,0,0
486,McAtee,NFO,MID,5.5,a,,,,288,17,0.0,0.18,0.37,17.3,32.0,0.0,,,3,2,0,9,7.34,0,0
487,Dominguez,NFO,MID,5.0,a,,,,1168,48,0.0,1.47,0.77,59.7,143.0,0.1,,,,17,3,20,23.21,0,0
488,I.Sangaré,NFO,MID,5.0,a,,,,2073,89,0.0,1.16,1.8,76.8,267.0,1.2,,,,25,8,26,33.17,0,0
489,Yates,NFO,MID,4.5,i,0,Unspecified injury - Unknown return date,2026-08-17T20:30:08.195072+00:00,602,30,0.0,0.49,0.37,27.2,69.0,2.5,,,,2,0,7,8.56,0,0
490,Wood,NFO,FWD,6.0,a,,,,896,41,0.0,4.29,0.32,48.0,29.0,1.8,1,,,11,2,14,14.44,0,0
491,Igor Jesus,NFO,FWD,6.0,a,,,,2293,114,0.0,6.48,1.26,136.4,123.0,4.5,3,,,28,9,37,38.77,0,0
492,Awoniyi,COV,FWD,5.5,a,,,,480,43,0.0,3.68,0.77,48.4,26.0,0.8,5,,,3,1,4,10.35,0,0
493,Kalimuendo,NFO,FWD,5.5,a,,,,89,9,0.0,0.44,0.02,6.3,6.0,0.0,,,,0,0,3,1.57,0,0
494,Vicario,TOT,GKP,4.5,u,0,Has joined Juventus on loan for the rest of the season,2026-08-19T13:55:33.193962+00:00,2790,90,0.0,0.0,0.04,72.2,0.0,0.5,,,,31,7,50,46.21,83,0
495,Austin,TOT,GKP,4.0,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.8,,,,0,0,0,0.0,0,0
496,Kinsky,TOT,GKP,4.5,a,,,,630,20,0.0,0.0,0.0,10.3,0.0,23.9,,,,7,2,7,5.55,10,0
497,Dubravka,TOT,GKP,4.0,a,,,,3150,96,0.0,0.0,0.04,97.9,0.0,20.3,,,,35,4,71,71.26,127,0
498,Senesi,TOT,DEF,6.0,a,,,,3288,175,0.0,1.53,4.72,168.6,419.0,8.3,,,,37,11,53,54.77,0,0
499,Pedro Porro,TOT,DEF,5.5,a,,,,2793,117,0.0,1.05,4.37,177.5,218.0,22.4,,1,1,32,9,40,37.75,0,0
500,Romero,TOT,DEF,5.0,u,0,Has joined Atletico Madrid permanently,2026-08-17T13:49:05.465401+00:00,1869,91,0.0,1.39,1.25,93.2,197.0,0.3,,,,22,5,33,28.32,0,0
501,Danso,TOT,DEF,5.0,a,,,,1489,63,0.0,0.62,0.28,55.5,192.0,0.2,,,,17,4,25,20.15,0,0
502,Robertson,TOT,DEF,4.5,a,,,,1165,55,0.0,1.1,1.4,68.2,55.0,3.6,,,3,11,4,16,17.44,0,0
503,Van de Ven,TOT,DEF,5.0,a,,,,3041,116,0.0,2.82,0.38,99.6,212.0,7.2,,,,35,9,50,42.99,0,0
504,Vuskovic,BHA,DEF,5.0,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,2.6,,,,0,0,0,0.0,0,0
505,Spence,TOT,DEF,4.5,u,0,Has joined Internazionale permanently,2026-08-18T14:13:08.454214+00:00,2049,78,0.0,0.9,1.77,70.5,116.0,1.3,,,,23,9,31,31.42,0,0
506,Udogie,TOT,DEF,4.5,a,,,,1335,29,0.0,0.18,0.72,49.8,68.0,0.5,,,,14,1,25,19.15,0,0
507,Phillips,TOT,DEF,4.5,u,0,Has joined Middlesbrough permanently,2026-08-18T14:13:08.474144+00:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0
508,Davies,TOT,DEF,4.0,a,,,,136,10,0.0,0.49,0.07,14.2,14.0,1.1,,,,2,0,3,1.11,0,0
509,Byfield,TOT,DEF,4.0,a,,,,1,1,0.0,0.0,0.0,0.1,0.0,0.1,,,,0,0,0,0.0,0,0
510,Rowswell,TOT,DEF,4.0,a,,,,1,1,0.0,0.0,0.0,0.0,0.0,0.1,,,,0,0,0,0.36,0,0
511,Souza,TOT,DEF,4.0,a,,,,142,3,0.0,0.02,0.03,6.2,6.0,0.3,,,,2,0,3,2.61,0,0
512,Kudus,TOT,MID,6.5,d,75,Thigh injury - 75% chance of playing,2026-07-23T12:01:23.848657+00:00,1535,75,0.0,1.92,2.41,104.7,133.0,0.1,2,3,5,19,7,20,22.74,0,0
513,Xavi,TOT,MID,6.0,i,0,Knee injury - Unknown return date,2026-07-23T12:01:23.864304+00:00,1747,80,0.0,3.06,3.85,113.9,149.0,0.0,3,2,6,19,4,36,30.71,0,0
514,Tel,TOT,MID,6.0,a,,,,1334,78,0.0,2.47,2.43,107.6,111.0,0.6,,,4,13,3,23,17.29,0,0
515,Maddison,TOT,MID,6.5,a,,,,34,3,0.0,0.21,0.06,2.8,5.0,1.4,,,,0,0,0,0.65,0,0
516,Bentancur,TOT,MID,5.5,a,,,,1880,86,0.0,0.72,0.84,67.4,278.0,0.2,,,,23,8,25,23.65,0,0
517,Odobert,TOT,MID,5.5,i,0,Knee injury - Unknown return date,2026-07-23T12:01:23.879434+00:00,972,46,0.0,1.92,1.21,67.6,77.0,0.0,,,,10,2,13,14.24,0,0
518,P.M.Sarr,TOT,MID,5.0,a,,,,1388,71,0.0,1.63,1.11,68.2,183.0,0.4,,,,13,3,23,26.67,0,0
519,Gallagher,TOT,MID,5.5,a,,,,1183,44,0.0,1.23,0.7,55.1,124.0,0.3,,,,14,2,23,19.03,0,0
520,Bergvall,TOT,MID,5.5,a,,,,955,49,0.0,1.23,0.43,41.5,79.0,0.2,,,,11,3,18,13.66,0,0
521,Kulusevski,TOT,MID,6.5,i,0,Knee injury - Unknown return date,2026-07-23T12:01:23.895175+00:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0
522,Gray,TOT,MID,5.0,a,,,,1471,61,0.0,1.5,1.29,55.5,132.0,0.2,,,,18,5,28,24.8,0,0
523,Moore,TOT,MID,5.0,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.2,,,,0,0,0,0.0,0,0
524,Olusesi,TOT,MID,4.5,a,,,,14,1,0.0,0.0,0.01,0.2,2.0,0.9,,,,0,0,0,0.75,0,0
525,Fernandes,TOT,MID,6.0,a,,,,3017,135,0.0,1.99,2.96,146.3,369.0,2.0,,,,35,8,50,48.3,0,0
526,Solanke,TOT,FWD,6.0,a,,,,997,40,0.0,2.97,0.34,62.7,71.0,1.5,1,,,11,0,21,17.8,0,0
527,Richarlison,TOT,FWD,6.0,a,,,,1954,119,0.0,8.64,1.46,165.2,147.0,3.1,4,,,20,7,27,25.64,0,0
528,Scarlett,TOT,FWD,4.5,a,,,,7,2,0.0,0.0,0.01,0.7,1.0,1.7,,,,0,0,0,0.03,0,0
529,Roefs,SUN,GKP,5.0,a,,,,3150,136,0.0,0.0,0.1,93.1,0.0,4.5,,,,35,10,46,50.05,109,0
530,Patterson,SUN,GKP,4.0,u,0,Has joined Wrexham permanently,2026-08-12T14:08:03.064533+00:00,0,0,0.0,0.0,0.0,0.0,0.0,0.2,,,,0,0,0,0.0,0,0
531,Ellborg,SUN,GKP,4.5,a,,,,270,16,0.0,0.0,0.02,7.4,0.0,0.1,,,,3,1,2,4.1,10,0
532,Ballard,SUN,DEF,5.0,a,,,,2144,116,0.0,2.46,0.63,121.5,264.0,5.5,,,,24,6,35,33.2,0,0
533,Mukiele,SUN,DEF,5.5,a,100,,2026-08-09T08:30:05.954750+00:00,2784,151,0.0,1.62,2.65,132.9,273.0,2.6,,,,32,9,40,44.71,0,0
